id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
3EtdEQAAQBAJ,Der Krieg der Welten,Herbert George Wells,Otbebookpublishing,2021-01-06,Fiction,,,312,de,"Der Krieg der Welten (engl. Originaltitel: The War of the Worlds) ist eines der bekanntesten und bedeutendsten Werke von H. G. Wells. In diesem 1898 erschienenen, für die Science-Fiction-Literatur grundlegenden Werk von H. G. Wells greifen Marsianer in dreibeinigen Kampfmaschinen das Vereinigte Königreich an, um von hier aus die rohstoff- und wasserreiche Erde zu erobern. Das irdische Militär ist den außerirdischen Invasoren hoffnungslos unterlegen und muss bei der Zerstörung der Städte zusehen."
kCjhAAAAMAAJ,Canadian Subject Headings,National Library of Canada,,1992,Subject headings,,,608,en,
kmrRxqes2B4C,Different Engines,"M. Brake, N. Hook",Palgrave Macmillan,2007-11-04,Fiction,5,1,274,en,"Since its emergence in the seventeenth century, science fiction has been a sustained, coherent and subversive check on the promises and pitfalls of science. In their turn, invention and discovery have forced fiction writers to confront the nature and limits of reality. Different Engines traces the way in which we've imagined the future."
4I3WAAAAMAAJ,Fable and Fiction,Frank R. Stockton,,1949,Publishers' bindings,,,200,en,
c3UJnwEACAAJ,Future Perfect,Howard Bruce Franklin,,1955,"Science fiction, American",,,279,en,
0bJkAAAAMAAJ,Dystopian Fiction East and West,Erika Gottlieb,,2001,History,,,344,en,"""Erika Gottlieb explores a selection of about thirty works in the dystopian genre from East and Central Europe between 1920 and 1991 in the USSR and between 1948 and 1989 in Poland, Hungary, and Czechoslovakia."
AamMEAAAQBAJ,Summertime,J. M. Coetzee,National Geographic Books,2010-10-26,Fiction,,,0,en,"""Not since Disgrace, has he written with such urgency and feeling."" -The New Yorker J.M. Coetzee's latest novel, The Schooldays of Jesus, is now available from Viking. Late Essays: 2006-2016 will be available January 2018. Nobel Prize-winning author J. M. Coetzee's new book follows a young biographer as he works on a book about the late writer, John Coetzee. The biographer embarks on a series of interviews with people who were important to Coetzee during the period when he was ""finding his feet "
eVuHDwAAQBAJ,Der Schutzengel,Francis Madrid,BookRix,2023-03-18,Fiction,,,157,de,"Wir schreiben das Jahr 2320 nach Christus. Wenn nicht ein Wunder geschieht, wird die Erde an den Folgen des Klimawandels für alle Zeiten unbewohnbar werden. Wissenschaftler starten einen letzten verzweifelten Versuch, den Planeten zu retten. Sie konstruieren eine Zeitmaschine, um einen Freiwilligen in das Jahr 1907 zurückzutransponieren mit dem Auftrag, das Rad der Geschichte zu beeinflussen. Die Menschen müssen, im gegenseitigen Einvernehmen, den Ausstoß von CO2 drastisch reduzieren und so die "
vPommpWbM7UC,Contemporary Chinese Fiction by Su Tong and Yu Hua,Hua Li,BRILL,2011-02-18,Literary Criticism,,,239,en,"The focus of this study is coming of age in troubled Cultural Revolutionary times as portrayed in contemporary Chinese Bildungsroman fiction by Su Tong and Yu Hua, along with a comprehensive overview of the Bildungsroman in China and the west."
b0HfzgEACAAJ,The Cambridge Companion to World Crime Fiction,"Jesper Gulddal, Stewart King, Alistair Rolls",Cambridge University Press,2022-04-21,Literary Criticism,,,320,en,"Accessible yet comprehensive, this first systematic account of crime fiction across the globe offers a deep and thoroughly nuanced understanding of the genre's transnational history. Offering a lucid account of the major theoretical issues and comparative perspectives that constitute world crime fiction, this book introduces readers to the international crime fiction publishing industry, the translation and circulation of crime fiction, international crime fiction collections, the role of women "
J4-MEAAAQBAJ,The Black Arrow,Robert Louis Stevenson,National Geographic Books,2007-12-18,Fiction,,,0,en,"From the beloved author of Treasure Island Originally serialized in a periodical of boys' adventure fiction, The Black Arrow is a swashbuckling portrait of a young man's journey to discover the heroism within himself. Young Dick Shelton, caught in the midst of England's War of the Roses, finds his loyalties torn between the guardian who will ultimately betray him and the leader of a secret fellowship, The Black Arrow. As Shelton is drawn deeper into this conspiracy, he must distinguish friend fr"
v7gBAAAAQAAJ,Fiction but not falsehood,Fiction,,1852,,,,328,en,
D6y0tAEACAAJ,The Barracks,John McGahern,,1963,Cancer in women,,,232,en,
hQlVxQEACAAJ,To the Lighthouse,Virginia Woolf,Independently Published,2019-05-04,,,,402,en,"To the Lighthouse (5 May 1927) is a novel by Virginia Woolf. A landmark novel of high modernism, the text, centering on the Ramsay family and their visits to the Isle of Skye in Scotland between 1910 and 1920, skillfully manipulates temporality and psychological exploration.To the Lighthouse follows and extends the tradition of modernist novelists like Marcel Proust and James Joyce, where the plot is secondary to philosophical introspection, and the prose can be..."
Bx9J0QEACAAJ,A History of English Prose Fiction,BAYARD. TUCKERMAN,Anson Street Press,2025-03-28,Literary Criticism,,,0,en,"Delve into the rich tapestry of English fiction with Bayard Tuckerman's ""A History of English Prose Fiction."" This meticulously prepared edition offers a comprehensive exploration of the historical development and critical reception of English fiction. From its early roots to its evolving forms, the book examines the key movements, authors, and trends that have shaped this vital part of English literature. Explore the evolution of the novel and short story as Tuckerman provides insightful analys"
iG1QDwAAQBAJ,"British Future Fiction, 1700-1914, Volume 7",I F Clarke,Routledge,2017-09-29,Literary Criticism,,,384,en,This set of eight volumes presents the reader with selected primary texts in the genre now generally known as future fiction. The chosen texts are designed to explore the dominant characteristics of the genre and examine how it changed over the 18th and 19th centuries. This is Volume 7. Disasters-to-Come.
2JHXwAEACAAJ,Bestsellers: Popular Fiction since 1900,C. Bloom,Palgrave Macmillan,2002-07-09,Literary Criticism,,,306,en,"This guide and reference work of all of the bestselling books, authors and genres since the beginning of the 20th century, provides an insight into over 100 years of publishing and reading as well as taking us on a journey into the heart of the British imagination."
ClrMCQAAQBAJ,The Year's Best Science Fiction: Thirty-Second Annual Collection,Gardner Dozois,Macmillan,2015-07-07,Fiction,,,705,en,"""The thirty-six stories in this collection imaginatively take us far across the universe, into the very core of our beings, to the realm of the gods, and the moment just after now""--Page 4 of cover."
icKmd-tlvPMC,Journey to the Center of the Earth,Jules Verne,Bantam,2006-04-25,Fiction,3.5,3,242,en,"The intrepid Professor Lindenbrock embarks upon the strangest expedition of the nineteenth century: a journey down an extinct Icelandic volcano to the Earth’s very core. In his quest to penetrate the planet’s primordial secrets, the geologist—together with his quaking nephew Axel and their devoted guide, Hans—discovers an astonishing subterranean menagerie of prehistoric proportions. Verne’s imaginative tale is at once the ultimate science fiction adventure and a reflection on the perfectibility"
FRaQDAEACAAJ,The Modern Novel,Wilson Follett,Palala Press,2016-05-18,,,,340,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of A"
CENSswEACAAJ,Pirate Gold,F. J. Stimson,Trieste Publishing,2017-09-10,Fiction,,,224,en,Trieste Publishing has a massive catalogue of classic book titles. Our aim is to provide readers with the highest quality reproductions of fiction and non-fiction literature that has stood the test of time. The many thousands of books in our collection have been sourced from libraries and private collections around the world.The titles that Trieste Publishing has chosen to be part of the collection have been scanned to simulate the original. Our readers see the books the same way that their firs
mXG4uAAACAAJ,Portobello,Ruth Rendell,Editions Des Deux Terres,2011,Fiction,,,0,fr,Roman policier
LDv0DAEACAAJ,The Edge of the Fall,Kate Williams,Harper Perennial,2016-12-13,Fiction,,,432,en,"An utterly spellbinding novel of the 1920s in London and Paris, The Edge of the Fall is bestselling author Kate Williams’s follow-up to her beloved and universally praised novel The Storms of War. In the aftermath of the Great War, the de Witt family is struggling to piece together the shattered fragments of their lives. Stoneythorpe Hall has become an empty shell with no servants to ensure its upkeep. Rudolf and his wife, Verena, still reeling from the loss of their second son, don’t know how t"
YyR9aUPU9vkC,In Fifteen Minutes You Can Say a Lot,Greville Texidor,Victoria University Press,1987,Fiction,,,252,en,
FwtqzQEACAAJ,The Invisible Man,Herbert George Wells,,2020-02-06,,,,336,en,"The Invisible Man is an 1897 science fiction novella by H.G. Wells. Wells' novel was originally serialised in Pearson's Magazine in 1897, and published as a novel the same year. The Invisible Man of the title is Griffin, a scientist who theorises that if a person's refractive index is changed to exactly that of air and his body does not absorb or reflect light, then he will be invisible. He successfully carries out this procedure on himself, but cannot become visible again, becoming mentally uns"
rrOeg3_HdYwC,A Ready-Made Life,Chong-un Kim,University of Hawaii Press,1998-07-01,Literary Criticism,,,204,en,"A Ready Made Life is the first volume of early modern Korean fiction to appear in English in the U.S. Written between 1921 and 1943, the sixteen stories are an excellent introduction to the riches of modern Korean fiction. They reveal a variety of settings, voices, styles, and thematic concerns, and the best of them, masterpieces written mainly in the mid-1930s, display an impressive artistic maturity. Included among these authors are Hwang Sun-won, modern Korea's greatest short story writer; Ki"
nquhtAEACAAJ,The Art of French Fiction,Martin Turnell,,1959,,,,394,en,
0Q-jzQEACAAJ,The War of the Worlds Illustrated,H G Wells,,2020-06-26,,,,232,en,"The War of the Worlds is a science fiction novel by English author H. G. Wells, first serialized in 1897 by Pearson's Magazine in the UK and by Cosmopolitan magazine in the US. The novel's first appearance in hardcover was in 1898 from publisher William Heinemann of London. Written between 1895 and 1897, [2] it is one of the earliest stories to detail a conflict between mankind and an extraterrestrial race.[3] The novel is the first-person narrative of both an unnamed protagonist in Surrey and o"
44PJxwEACAAJ,The Invisible Man,H G Wells,Independently Published,2019-07-26,,,,150,en,"Complete and unabridged paperback edition. The Invisible Man is a science fiction novel by H. G. Wells. The Invisible Man of the title is Griffin, a scientist who has devoted himself to research into optics and invents a way to change a body's refractive index to that of air so that it neither absorbs nor reflects light and thus becomes invisible. He successfully carries out this procedure on himself, but fails in his attempt to reverse it. An enthusiast of random and irresponsible violence, Gri"
OV1qzgEACAAJ,Three Men and a Maid Illustrated,P G Wodehouse,,2021-04-24,,,,236,en,"Wilhelmina Billie Bennett, red-haired daughter of American millionaire Rufus, loves golf, dogs and Tennyson and is to marry Eustace Hignett, the weak, poetry-writing son of Mrs. Horace Hignett, the famous English writer on theosophy. Enter Sam Marlowe, Eustace's cousin, who plays tournament golf, and Jane Hubbard, Billie's big-game-hunting friend, and another romp in the inimitable Wodehouse style unfolds."
gp_KoAEACAAJ,Coastal Empires,Tyrel Kane,,2014-04-23,Fiction,,,244,en,"In 2014, the policy of marijuana prohibition in the United States is changing. For one industrious young man in Savannah, though, it's not changing fast enough. Oliver Court has an idea that just might expedite the process, but can he put that idea into practice before someone catches up to him? Oliver won't be alone in his quest, as long as he can convince his friends to help him. The closest of those friends, however, is not exactly thrilled by Ollie's recent decision to offer himself up as a "
_4zcAAAAIAAJ,Terminal Identity,Scott Bukatman,Durham : Duke University Press,1993,Computers,,,566,en,"Scott Bukatman's Terminal Identity--referring to both the site of the termination of the conventional ""subject"" and the birth of a new subjectivity constructed at the computer terminal or television screen--puts to rest any lingering doubts of the significance of science fiction in contemporary cultural studies. Demonstrating a comprehensive knowledge, both of the history of science fiction narrative from its earliest origins, and of cultural theory and philosophy, Bukatman redefines the nature "
KScczgEACAAJ,The Blazing World Illustrated,Margaret Cavendish,Independently Published,2020-12-12,,,,138,en,"The Blazing World, is a 1666 work of prose fiction by the English writer Margaret Cavendish, the Duchess of Newcastle. Feminist critic Dale Spender calls it a forerunner of science fiction. It can also be read as a utopian work"
8oMcEAAAQBAJ,Unless the Threat of Death is Behind Them,John T. Irwin,JHU Press,2006-10-25,Literary Criticism,,,445,en,"The noted literary critic delves into the psychology and significance of American hardboiled crime fiction and film noir of the 1930s and ’40s. Early in the twentieth century, American crime novelists like Dashiell Hammett and Raymond Chandler put forward a new kind of character: the “hard-boiled” detective, as exemplified by Sam Spade in The Maltese Falcon. Unlike the analytical detectives of nineteenth-century fiction, these new detectives encountered cases not as intricate logical puzzles but"
